time,fileName,arousal,valence
2017/1/17 13:41:1:181,awe_0580.jpg,0.50087875,0.50087875
2017/1/17 13:41:19:951,fear_0690.jpg,0.60117185,0.20898958
2017/1/17 13:41:32:578,awe_0052.jpg,0.68987465,0.92107886
2017/1/17 13:41:54:988,sad_0288.jpg,0.7646166,0.5799879
2017/1/17 13:42:13:304,excitement_0187.jpg,0.16709611,0.50087875
2017/1/17 13:42:29:89,sad_0453.jpg,0.63549817,7.3447335E-4
2017/1/17 13:42:43:881,sad_0325.jpg,0.7855929,0.8848786
2017/1/17 13:42:55:545,sad_0411.jpg,0.29335132,0.24334455
2017/1/17 13:43:8:178,fear_0939.jpg,0.6740518,0.20633653
2017/1/17 13:43:24:633,sad_0638.jpg,0.84808445,0.98691595
2017/1/17 13:44:17:720,disgust_0763.jpg,0.50087875,7.073481E-4
2017/1/17 13:44:27:332,awe_0032.jpg,0.81470734,0.8252818
2017/1/17 13:44:43:405,contentment_0129.jpg,0.33554333,0.62990254
2017/1/17 13:45:1:221,sad_0342.jpg,0.4093982,0.28813756
2017/1/17 13:45:13:516,anger_0818.jpg,0.7725814,0.2838081
2017/1/17 13:45:27:218,excitement_0174.jpg,0.68640685,0.79859865
2017/1/17 13:45:45:824,sad_0432.jpg,0.71977645,0.65744287
2017/1/17 13:45:56:849,sad_0334.jpg,0.80238366,0.2529897
2017/1/17 13:46:8:172,sad_0441.jpg,0.7267972,0.4277726
2017/1/17 13:46:22:879,awe_0866.jpg,0.9394881,0.8260807
2017/1/17 13:46:40:635,fear_0668.jpg,0.8068119,0.2653323
2017/1/17 13:46:53:806,sad_0289.jpg,0.24508476,0.051804714
2017/1/17 13:47:7:683,awe_0831.jpg,0.6291812,0.33653432
2017/1/17 13:47:17:701,excitement_0181.jpg,0.34090534,0.69161063
2017/1/17 13:47:28:398,excitement_0216.jpg,0.35835215,0.6293449
2017/1/17 13:47:48:530,amusement_0519.jpg,0.6458683,0.71985924
2017/1/17 13:48:5:610,contentment_0115.jpg,0.09050372,0.32685533
2017/1/17 13:48:20:298,awe_0055.jpg,0.3725755,0.42776823
2017/1/17 13:48:34:690,sad_0368.jpg,0.6318558,0.11939371
2017/1/17 13:48:58:73,fear_0962.jpg,0.50087875,0.17750023
2017/1/17 13:49:14:72,sad_0331.jpg,0.6688461,0.14658569
2017/1/17 13:49:38:146,fear_0909.jpg,0.57388854,0.58623755
2017/1/17 13:49:53:891,disgust_0769.jpg,0.96485126,0.019277086
2017/1/17 13:50:8:544,sad_0642.jpg,0.7180074,0.50087875
2017/1/17 13:50:24:809,anger_0250.jpg,0.2450797,7.634087E-4
2017/1/17 13:50:43:729,contentment_0121.jpg,0.68903136,0.81451374
2017/1/17 13:50:58:866,anger_0825.jpg,0.6072432,0.1651683
2017/1/17 13:51:9:493,amusement_0510.jpg,0.12293148,0.50087875
2017/1/17 13:51:28:158,sad_0366.jpg,0.6970113,0.37072635
2017/1/17 13:52:4:660,sad_0288.jpg,0.76364535,0.29795182
2017/1/17 13:52:15:318,amusement_0535.jpg,0.6080965,0.70311975
2017/1/17 13:52:28:669,sad_0643.jpg,0.70661956,0.8683209
2017/1/17 13:52:49:682,awe_0043.jpg,0.23621702,0.57908946
2017/1/17 13:53:13:993,sad_0612.jpg,0.31356612,0.41905278
2017/1/17 13:53:30:145,disgust_0765.jpg,0.6706135,0.28369915
2017/1/17 13:53:45:70,awe_0855.jpg,0.27764097,0.5731079
2017/1/17 13:54:16:411,amusement_0525.jpg,0.6370604,0.25914362
2017/1/17 13:54:28:225,amusement_0497.jpg,0.41552085,0.7522875
2017/1/17 13:54:38:549,sad_0337.jpg,0.42432594,0.18090935
2017/1/17 13:54:54:121,awe_0033.jpg,0.5563933,0.57016855
2017/1/17 13:55:21:515,excitement_0260.jpg,0.6346171,0.6063478
2017/1/17 13:55:33:785,amusement_0504.jpg,0.38312262,0.6574248
2017/1/17 13:55:51:663,sad_0638.jpg,0.7223475,0.8199986
2017/1/17 13:56:1:488,anger_0017.jpg,0.24419613,0.50080603
2017/1/17 13:56:16:141,contentment_0118.jpg,0.24239539,0.045645513
2017/1/17 13:56:24:401,fear_0946.jpg,0.17572843,0.22822782
2017/1/17 13:56:35:349,excitement_0179.jpg,0.58802265,0.61790645
2017/1/17 13:56:46:824,awe_0598.jpg,0.375947,0.6731978
2017/1/17 13:56:59:123,amusement_0719.jpg,0.78136915,8.239344E-4
2017/1/17 13:57:10:855,amusement_0740.jpg,0.999136,0.99917424
