time,fileName,arousal,valence
2017/1/13 13:41:41,fear_0954.jpg,0.525576,0.6837162
2017/1/13 13:41:54,disgust_0793.jpg,0.6117116,0.46826747
2017/1/13 13:42:2,fear_0702.jpg,0.71275055,0.44538233
2017/1/13 13:42:9,amusement_0516.jpg,0.28724295,0.50087875
2017/1/13 13:42:15,anger_0819.jpg,0.7022153,0.30144358
2017/1/13 13:42:23,anger_0264.jpg,0.22138247,0.6450921
2017/1/13 13:42:30,fear_0917.jpg,0.6495135,0.6301714
2017/1/13 13:42:39,fear_0931.jpg,0.66884506,0.5958445
2017/1/13 13:42:46,disgust_0785.jpg,0.70390534,0.2081557
2017/1/13 13:42:52,excitement_0266.jpg,0.50087875,0.5594861
2017/1/13 13:43:1,disgust_0895.jpg,0.6961159,0.39624608
2017/1/13 13:43:8,sad_0456.jpg,0.2750087,0.50087875
2017/1/13 13:43:15,sad_0450.jpg,0.3328947,0.6152034
2017/1/13 13:43:22,excitement_0184.jpg,0.5853186,0.6624571
2017/1/13 13:43:28,sad_0447.jpg,0.33049983,0.50087875
2017/1/13 13:43:35,sad_0417.jpg,0.3294344,0.50087875
2017/1/13 13:43:43,fear_0948.jpg,0.6978489,0.41838145
2017/1/13 13:43:54,disgust_0886.jpg,0.62221247,0.77516043
2017/1/13 13:44:2,awe_0036.jpg,0.4330419,0.44871524
2017/1/13 13:44:8,sad_0341.jpg,0.5861494,0.6186852
2017/1/13 13:44:17,contentment_0082.jpg,0.4568867,0.37608993
2017/1/13 13:44:28,anger_0009.jpg,0.5607955,0.51766115
2017/1/13 13:44:38,contentment_0094.jpg,0.37066612,0.37072018
2017/1/13 13:44:49,awe_0061.jpg,0.53872925,0.58521765
2017/1/13 13:44:59,fear_0709.jpg,0.7265577,0.36985984
2017/1/13 13:45:6,disgust_0796.jpg,0.77323216,0.42812273
2017/1/13 13:45:14,disgust_0774.jpg,0.6819964,0.55815405
2017/1/13 13:45:23,awe_0867.jpg,0.37867936,0.62143666
2017/1/13 13:45:28,anger_0269.jpg,0.50087875,0.50087875
2017/1/13 13:45:35,excitement_0255.jpg,0.5255999,0.6828806
2017/1/13 13:45:42,disgust_0894.jpg,0.73996174,0.50087875
2017/1/13 13:45:53,fear_0943.jpg,0.80155593,0.45602584
2017/1/13 13:46:5,sad_0409.jpg,0.6011529,0.45426923
2017/1/13 13:46:16,excitement_0228.jpg,0.62401944,0.5625087
2017/1/13 13:46:24,awe_0870.jpg,0.41998276,0.56606245
2017/1/13 13:46:32,fear_0910.jpg,0.59232736,0.65918964
2017/1/13 13:46:41,sad_0622.jpg,0.40936938,0.45988402
2017/1/13 13:46:48,awe_0576.jpg,0.5655508,0.6713808
2017/1/13 13:46:54,fear_0667.jpg,0.69596606,0.50087875
2017/1/13 13:47:4,excitement_0174.jpg,0.59153354,0.5519905
2017/1/13 13:47:10,excitement_0245.jpg,0.51407444,0.6662455
2017/1/13 13:47:17,amusement_0740.jpg,0.7478732,0.74963146
2017/1/13 13:47:24,disgust_0883.jpg,0.69261116,0.24949586
2017/1/13 13:47:32,fear_0946.jpg,0.7154191,0.43838674
2017/1/13 13:47:40,sad_0460.jpg,0.5712165,0.4551928
2017/1/13 13:47:46,disgust_0885.jpg,0.38126776,0.39182356
2017/1/13 13:47:53,fear_0704.jpg,0.44462803,0.45155418
2017/1/13 13:48:3,awe_0863.jpg,0.5755567,0.60381025
2017/1/13 13:48:9,amusement_0532.jpg,0.59233356,0.6933253
2017/1/13 13:48:15,fear_0963 (1).jpg,0.5844933,0.6968585
