time,fileName,arousal,valence
2017/1/13 13:22:29,disgust_0897 (1).jpg,0.7872886,0.58427215
2017/1/13 13:22:40,disgust_0759.jpg,0.100944154,0.50087875
2017/1/13 13:22:51,contentment_0085.jpg,0.15012744,0.50087875
2017/1/13 13:23:0,disgust_0783.jpg,0.6275843,0.50087875
2017/1/13 13:23:10,fear_0952.jpg,0.82519037,0.50087875
2017/1/13 13:23:17,fear_0912.jpg,0.7021416,0.50087875
2017/1/13 13:23:26,anger_0256.jpg,0.6864148,0.37253237
2017/1/13 13:23:35,awe_0830.jpg,0.50087875,0.61433285
2017/1/13 13:23:45,awe_0585.jpg,0.3690626,0.50087875
2017/1/13 13:23:55,fear_0969.jpg,0.70311606,0.7020052
2017/1/13 13:24:8,sad_0343.jpg,0.22742522,0.44547513
2017/1/13 13:24:16,sad_0448.jpg,0.61073935,0.30311704
2017/1/13 13:24:23,awe_0594.jpg,0.50087875,0.50087875
2017/1/13 13:24:30,fear_0926.jpg,0.6810697,0.6960766
2017/1/13 13:24:39,fear_0702.jpg,0.62228394,0.55798644
2017/1/13 13:24:48,amusement_0523.jpg,0.626564,0.69684815
2017/1/13 13:24:58,anger_0806.jpg,0.3689301,0.49210614
2017/1/13 13:25:5,awe_0845.jpg,0.73799944,0.69160825
2017/1/13 13:25:19,excitement_0229.jpg,0.6012237,0.56684613
2017/1/13 13:25:25,contentment_0114.jpg,0.5985203,0.59419894
2017/1/13 13:25:36,sad_0303.jpg,0.40669462,0.47447348
2017/1/13 13:25:45,anger_0003.jpg,0.70748,0.50087875
2017/1/13 13:25:53,sad_0288.jpg,0.6468833,0.54847234
2017/1/13 13:26:1,sad_0342.jpg,0.50087875,0.21268398
2017/1/13 13:26:6,amusement_0548.jpg,0.50087875,0.50087875
2017/1/13 13:26:12,anger_0249.jpg,0.50087875,0.50087875
2017/1/13 13:26:21,sad_0357 (1).jpg,0.60370976,0.19410443
2017/1/13 13:26:29,anger_0011.jpg,0.6495504,0.35490552
2017/1/13 13:26:40,sad_0618.jpg,0.64925045,0.39276874
2017/1/13 13:26:51,fear_0705 (1).jpg,0.7748767,0.50087875
2017/1/13 13:27:2,excitement_0245.jpg,0.7002386,0.8797398
2017/1/13 13:27:13,excitement_0169.jpg,0.3680502,0.50440276
2017/1/13 13:27:23,fear_0928.jpg,0.85424966,0.3287518
2017/1/13 13:27:34,fear_0696.jpg,0.77860767,0.2968674
2017/1/13 13:27:47,sad_0448.jpg,0.7321033,0.30230445
2017/1/13 13:27:59,awe_0858.jpg,0.28820768,0.5033734
2017/1/13 13:28:8,disgust_0805.jpg,0.50087875,0.50087875
2017/1/13 13:28:16,awe_0867.jpg,0.50087875,0.68637615
2017/1/13 13:28:28,contentment_0110.jpg,0.50087875,0.72509277
2017/1/13 13:28:41,fear_0928.jpg,0.70310044,0.2916625
2017/1/13 13:28:53,fear_0679.jpg,0.6943676,0.21955523
2017/1/13 13:29:6,disgust_0772.jpg,0.68115133,0.3857142
2017/1/13 13:29:17,anger_0027.jpg,0.7286101,0.50087875
2017/1/13 13:29:27,sad_0384.jpg,0.6652382,0.7057947
2017/1/13 13:29:36,excitement_0251.jpg,0.81732255,0.19315155
2017/1/13 13:29:43,contentment_0110.jpg,0.50087875,0.71009827
2017/1/13 13:29:57,sad_0422.jpg,0.50867546,0.2521353
2017/1/13 13:30:3,awe_0838.jpg,0.22661704,0.22662716
2017/1/13 13:30:14,fear_0908.jpg,0.23369378,0.23104423
2017/1/13 13:30:23,fear_0940.jpg,0.72395074,0.50087875
2017/1/13 13:30:31,contentment_0075.jpg,0.64596283,0.69961256
2017/1/13 13:30:38,sad_0648.jpg,0.50087875,0.23188213
2017/1/13 13:30:46,contentment_0129.jpg,0.09738564,0.50087875
2017/1/13 13:30:57,fear_0917.jpg,0.7180023,0.50087875
2017/1/13 13:31:4,awe_0870.jpg,0.50087875,0.6616308
2017/1/13 13:31:14,disgust_0790.jpg,0.91404426,0.10453947
2017/1/13 13:31:23,awe_0845.jpg,0.29333252,0.6627206
2017/1/13 13:31:30,fear_0911.jpg,0.8119558,0.079994924
2017/1/13 13:31:41,anger_0814.jpg,0.20560223,0.20033227
2017/1/13 13:31:49,fear_0927.jpg,0.64416474,0.60034585
