time,fileName,arousal,valence
2017/1/11 11:18:3,contentment_0115.jpg,0.4243918,0.61696213
2017/1/11 11:18:19,anger_0251.jpg,0.50087875,0.50621784
2017/1/11 11:18:44,disgust_0776.jpg,0.59490824,0.6002058
2017/1/11 11:20:13,fear_0960.jpg,0.5879723,0.37857598
2017/1/11 11:20:24,contentment_0123.jpg,0.34433067,0.63185763
2017/1/11 11:20:35,sad_0357.jpg,0.5791489,0.33487704
2017/1/11 11:20:44,contentment_0108.jpg,0.72679913,0.61866665
2017/1/11 11:20:51,excitement_0207.jpg,0.5835533,0.74694103
2017/1/11 11:21:2,fear_0906.jpg,0.5853646,0.50087875
2017/1/11 11:21:13,excitement_0199 (1).jpg,0.5976639,0.66875017
2017/1/11 11:21:19,sad_0294.jpg,0.26618788,0.3909587
2017/1/11 11:21:30,amusement_0491.jpg,0.6891009,0.60988504
2017/1/11 11:21:36,disgust_0764.jpg,0.7681521,0.2213713
2017/1/11 11:21:51,fear_0916.jpg,0.42960414,0.50087875
2017/1/11 11:21:59,sad_0438.jpg,0.5694784,0.56959146
2017/1/11 11:22:9,awe_0595.jpg,0.50087875,0.50087875
2017/1/11 11:22:17,awe_0828.jpg,0.6960599,0.5940578
2017/1/11 11:22:25,excitement_0170.jpg,0.7309374,0.7329158
2017/1/11 11:22:33,fear_0930.jpg,0.4559782,0.38121578
2017/1/11 11:22:46,disgust_0780.jpg,0.889332,0.14400515
2017/1/11 11:23:9,anger_0025.jpg,0.82865363,0.7153999
2017/1/11 11:23:22,fear_0694.jpg,0.68456036,0.5713134
2017/1/11 11:23:37,fear_0945.jpg,0.7452627,0.6400429
2017/1/11 11:23:54,contentment_0093.jpg,0.4227682,0.6239887
2017/1/11 11:24:6,disgust_0768.jpg,0.6002896,0.5959254
2017/1/11 11:24:16,amusement_0756.jpg,0.58449423,0.7497313
2017/1/11 11:24:30,sad_0610.jpg,0.3575155,0.5985921
2017/1/11 11:24:46,excitement_0175.jpg,0.63458514,0.6529202
2017/1/11 11:24:56,sad_0325.jpg,0.375134,0.36634058
2017/1/11 11:25:6,amusement_0535 (1).jpg,0.34264648,0.6345608
2017/1/11 11:25:19,sad_0390.jpg,0.58100915,0.65482765
2017/1/11 11:25:26,amusement_0744.jpg,0.79967225,0.8277843
2017/1/11 11:25:40,awe_0039.jpg,0.5685309,0.57295054
2017/1/11 11:25:56,sad_0435.jpg,0.5712907,0.5757443
2017/1/11 11:26:4,disgust_0803.jpg,0.63099056,0.41725677
2017/1/11 11:26:13,sad_0328.jpg,0.40326223,0.2829312
2017/1/11 11:26:29,excitement_0237.jpg,0.44818544,0.7416244
2017/1/11 11:26:37,amusement_0517.jpg,0.6257006,0.65919274
2017/1/11 11:26:48,disgust_0792.jpg,0.6178233,0.3065969
2017/1/11 11:26:58,fear_0701.jpg,0.40509048,0.3891609
2017/1/11 11:27:9,awe_0851.jpg,0.5642218,0.6802262
2017/1/11 11:27:26,anger_0274.jpg,0.5958059,0.56409305
2017/1/11 11:27:36,contentment_0085.jpg,0.40350524,0.70395994
2017/1/11 11:27:44,amusement_0498.jpg,0.41644353,0.6776131
2017/1/11 11:27:57,sad_0649.jpg,0.6064967,0.43754178
2017/1/11 11:28:8,contentment_0069.jpg,0.50087875,0.65207446
2017/1/11 11:28:19,excitement_0249.jpg,0.59315467,0.6915666
2017/1/11 11:28:33,amusement_0542.jpg,0.50087875,0.770802
2017/1/11 11:28:55,contentment_0087.jpg,0.5712531,0.741805
2017/1/11 11:29:10,anger_0007.jpg,0.57303935,0.34344816
2017/1/11 11:29:22,disgust_0803.jpg,0.59853625,0.35309184
2017/1/11 11:29:33,contentment_0092.jpg,0.4305664,0.69173944
2017/1/11 11:29:42,sad_0328.jpg,0.42517826,0.3382902
2017/1/11 11:30:1,fear_0680.jpg,0.5755634,0.50087875
2017/1/11 11:30:13,awe_0576.jpg,0.4243578,0.57481384
2017/1/11 11:30:31,contentment_0122.jpg,0.5685014,0.40506506
2017/1/11 11:30:43,excitement_0264.jpg,0.5414613,0.7127805
2017/1/11 11:30:54,sad_0306.jpg,0.6090555,0.2933382
2017/1/11 11:31:13,amusement_0507.jpg,0.5843645,0.6687946
2017/1/11 11:31:23,contentment_0126.jpg,0.57741576,0.7055265
