time,fileName,arousal,valence
2017/1/16 15:28:28,excitement_0200.jpg,0.012189408,0.9916182
2017/1/16 15:28:41,sad_0322.jpg,0.6132338,0.26420578
2017/1/16 15:28:49,fear_0920.jpg,0.6882747,0.31173432
2017/1/16 15:28:56,amusement_0519.jpg,0.4589455,0.6901669
2017/1/16 15:29:6,awe_0851.jpg,0.55528915,0.617008
2017/1/16 15:29:21,sad_0620.jpg,0.42202324,0.24696764
2017/1/16 15:29:34,anger_0002.jpg,0.65308905,0.42108363
2017/1/16 15:29:48,sad_0361.jpg,0.44567516,0.33444023
2017/1/16 15:29:59,anger_0816.jpg,0.66462266,0.38489312
2017/1/16 15:30:8,fear_0920(1).jpg,0.6702991,0.3211951
2017/1/16 15:30:21,disgust_0890.jpg,0.5646578,0.5418338
2017/1/16 15:30:37,excitement_0259.jpg,0.58948004,0.4887506
2017/1/16 15:30:51,anger_0006.jpg,0.7005737,0.39810297
2017/1/16 15:31:6,sad_0457.jpg,0.4001777,0.24981074
2017/1/16 15:31:23,awe_0043.jpg,0.46285477,0.6559239
2017/1/16 15:31:35,excitement_0206.jpg,0.6007817,0.6139328
2017/1/16 15:31:46,excitement_0242.jpg,0.38017538,0.66462266
2017/1/16 15:31:56,disgust_0767.jpg,0.74243027,0.3469222
2017/1/16 15:32:8,excitement_0245.jpg,0.6122902,0.6319595
2017/1/16 15:32:17,fear_0945.jpg,0.299244,0.2327522
2017/1/16 15:32:27,excitement_0256.jpg,0.6901669,0.6179516
2017/1/16 15:35:35,fear_0952.jpg,0.42860052,0.32024902
2017/1/16 15:35:41,disgust_0801.jpg,0.3962158,0.4363065
2017/1/16 15:35:49,amusement_0730.jpg,0.64458436,0.60474175
2017/1/16 15:35:58,fear_0710.jpg,0.67313737,0.4239025
2017/1/16 15:36:7,sad_0637.jpg,0.5875965,0.5353297
2017/1/16 15:37:40,excitement_0215.jpg,0.44192767,0.60474175
2017/1/16 15:37:48,awe_0600.jpg,0.59513086,0.6348667
2017/1/16 15:37:56,contentment_0094.jpg,0.42484206,0.57323295
2017/1/16 15:38:6,fear_0972.jpg,0.4484858,0.30227348
2017/1/16 15:38:13,sad_0298.jpg,0.6332448,0.374514
2017/1/16 15:38:23,disgust_0887.jpg,0.6948415,0.5838292
2017/1/16 15:38:33,excitement_0215.jpg,0.4276609,0.59136367
2017/1/16 15:38:40,amusement_0522.jpg,0.6587587,0.69489723
2017/1/16 15:38:46,excitement_0226.jpg,0.70644504,0.60266525
2017/1/16 15:38:54,sad_0620.jpg,0.3896109,0.26609972
2017/1/16 15:39:2,sad_0450.jpg,0.6044247,0.5571628
2017/1/16 15:39:11,sad_0343.jpg,0.5704818,0.5353297
2017/1/16 15:39:19,fear_0672.jpg,0.70357907,0.36865628
2017/1/16 15:39:28,disgust_0882.jpg,0.7471663,0.7206497
2017/1/16 15:39:37,contentment_0122(1).jpg,0.227018,0.32876375
2017/1/16 15:39:52,sad_0411.jpg,0.3705462,0.3544251
2017/1/16 15:40:1,excitement_0188.jpg,0.537188,0.71853715
2017/1/16 15:40:9,sad_0305.jpg,0.7672535,0.3839496
2017/1/16 15:40:22,sad_0641.jpg,0.47046468,0.3469222
2017/1/16 15:40:32,anger_0813.jpg,0.6759692,0.4040224
2017/1/16 15:40:39,excitement_0184.jpg,0.756539,0.60379815
2017/1/16 15:40:48,excitement_0213.jpg,0.70739204,0.5655946
2017/1/16 15:40:55,contentment_0068.jpg,0.528665,0.53143644
2017/1/16 15:41:10,sad_0401.jpg,0.41716293,0.44286454
2017/1/16 15:41:23,fear_0701.jpg,0.680706,0.65975267
2017/1/16 15:41:37,excitement_0240(1).jpg,0.77483517,0.36393145
2017/1/16 15:41:46,contentment_0102.jpg,0.8089522,0.56184715
2017/1/16 15:41:56,amusement_0741.jpg,0.7615673,0.38300598
2017/1/16 15:42:5,sad_0366.jpg,0.6880523,0.33444023
2017/1/16 15:42:12,amusement_0534.jpg,0.6351348,0.7291726
2017/1/16 15:42:19,contentment_0130.jpg,0.7433772,0.6379696
2017/1/16 15:42:26,excitement_0239.jpg,0.65308905,0.563721
2017/1/16 15:42:37,anger_0252.jpg,0.74905914,0.4114793
2017/1/16 15:42:44,fear_0905.jpg,0.7414833,0.40111944
