time,fileName,arousal,valence
2017/1/17 15:14:14:95,awe_0846.jpg,0.50087875,0.50087875
2017/1/17 15:14:26:672,contentment_0080.jpg,0.6977677,0.64511985
2017/1/17 15:14:33:791,sad_0622.jpg,0.6460049,0.65736914
2017/1/17 15:14:41:278,sad_0373.jpg,0.63445646,0.71484834
2017/1/17 15:14:41:508,sad_0331.jpg,0.50087875,0.50087875
2017/1/17 15:14:47:224,awe_0829.jpg,0.67325205,0.3532916
2017/1/17 15:14:54:165,excitement_0263.jpg,7.886702E-4,0.9289634
2017/1/17 15:14:59:848,amusement_0726.jpg,0.26182392,0.6923139
2017/1/17 15:15:3:968,contentment_0101.jpg,0.41903713,0.3697306
2017/1/17 15:15:10:396,sad_0642.jpg,0.7443716,0.23273477
2017/1/17 15:15:14:710,sad_0290.jpg,0.23632014,0.74437094
2017/1/17 15:15:20:874,anger_0011.jpg,0.9992052,7.946504E-4
2017/1/17 15:15:24:307,disgust_0879.jpg,0.6855429,0.28777623
2017/1/17 15:15:29:849,disgust_0780.jpg,0.6907655,0.14482795
2017/1/17 15:15:33:191,excitement_0179.jpg,0.7364727,0.17113858
2017/1/17 15:15:40:201,contentment_0119.jpg,8.478885E-4,0.9992747
2017/1/17 15:15:45:916,anger_0811.jpg,0.64588404,0.327634
2017/1/17 15:15:50:650,excitement_0169.jpg,0.3091416,0.9666705
2017/1/17 15:15:56:236,amusement_0519.jpg,7.300754E-4,0.9991249
2017/1/17 15:16:2:419,disgust_0804.jpg,0.99916226,8.2463835E-4
2017/1/17 15:16:8:282,awe_0051.jpg,0.24278332,0.7961718
2017/1/17 15:16:20:117,fear_0966.jpg,0.7312224,0.37173983
2017/1/17 15:16:24:198,sad_0444.jpg,0.6784424,0.33112895
2017/1/17 15:16:29:386,sad_0462.jpg,0.6406064,0.09308454
2017/1/17 15:16:33:737,awe_0878.jpg,0.62229353,0.3381402
2017/1/17 15:16:39:863,fear_0916.jpg,0.346157,0.6283117
2017/1/17 15:16:43:0,awe_0861.jpg,0.3699307,0.7012284
2017/1/17 15:16:47:211,excitement_0189.jpg,0.22216535,0.79889494
2017/1/17 15:16:51:455,excitement_0235.jpg,0.1870529,0.770784
2017/1/17 15:16:55:688,awe_0580.jpg,0.20209314,0.74431765
2017/1/17 15:16:59:581,excitement_0191.jpg,0.20640464,0.73627996
2017/1/17 15:17:3:428,fear_0969.jpg,0.26352477,0.7052026
2017/1/17 15:17:7:769,fear_0667.jpg,0.18002984,0.21614045
2017/1/17 15:17:15:85,fear_0702.jpg,0.9992114,7.4243796E-4
2017/1/17 15:17:22:192,awe_0878.jpg,0.6653638,0.26033345
2017/1/17 15:17:27:630,amusement_0531.jpg,0.26360685,0.7436453
2017/1/17 15:17:31:659,excitement_0260.jpg,0.32587746,0.6931061
2017/1/17 15:17:38:55,excitement_0170.jpg,0.9991238,7.63992E-4
2017/1/17 15:17:43:397,disgust_0768.jpg,0.6539008,0.33124596
2017/1/17 15:17:51:37,excitement_0174.jpg,0.24247953,0.6749052
2017/1/17 15:17:56:475,sad_0450.jpg,0.31977853,0.9008749
2017/1/17 15:18:4:13,fear_0945.jpg,0.9992004,0.006067849
2017/1/17 15:18:10:86,awe_0876.jpg,0.27678922,0.7733578
2017/1/17 15:18:15:988,sad_0342.jpg,0.2873398,0.72495955
2017/1/17 15:18:22:710,awe_0600.jpg,0.28382304,0.74010295
2017/1/17 15:18:30:651,anger_0811.jpg,0.99919313,0.047306992
2017/1/17 15:18:37:836,excitement_0261.jpg,0.23716903,0.99918413
2017/1/17 15:18:42:511,fear_0917.jpg,0.36804762,0.4010667
2017/1/17 15:18:48:746,excitement_0185.jpg,0.0912168,0.9218456
2017/1/17 15:18:54:126,awe_0842.jpg,0.9992193,0.29962656
2017/1/17 15:18:58:301,fear_0672.jpg,0.39012614,0.36675885
2017/1/17 15:19:4:458,sad_0302.jpg,0.9991372,8.14763E-4
2017/1/17 15:19:10:70,sad_0642.jpg,0.83128744,0.25998685
2017/1/17 15:19:16:860,disgust_0773.jpg,0.9992441,7.6055276E-4
2017/1/17 15:19:22:534,anger_0262.jpg,0.99925977,7.0866215E-4
2017/1/17 15:19:26:800,fear_0925.jpg,0.7118621,0.2099013
2017/1/17 15:19:31:654,awe_0834.jpg,0.32862702,0.72412527
2017/1/17 15:19:40:159,amusement_0722.jpg,0.99913293,8.7430316E-4
2017/1/17 15:19:44:661,contentment_0078.jpg,0.32600728,0.76940197
2017/1/17 15:19:49:801,disgust_0884.jpg,0.8393643,0.27814594
