time,fileName,arousal,valence
2017/1/17 14:56:3:95,fear_0714.jpg,0.640585,0.46577895
2017/1/17 14:56:15:887,excitement_0206.jpg,0.50087875,0.50087875
2017/1/17 14:56:20:155,excitement_0225.jpg,0.63011396,0.50087875
2017/1/17 14:56:26:901,contentment_0098.jpg,0.50087875,0.38133886
2017/1/17 14:56:34:674,anger_0824.jpg,0.50087875,0.50087875
2017/1/17 14:56:40:366,amusement_0523.jpg,0.5396066,0.50087875
2017/1/17 14:56:45:663,awe_0865.jpg,0.50087875,0.3961771
2017/1/17 14:56:50:736,amusement_0752.jpg,0.57910377,0.50087875
2017/1/17 14:56:58:831,excitement_0172.jpg,0.50087875,0.19498003
2017/1/17 14:57:2:492,contentment_0111.jpg,0.50087875,0.50087875
2017/1/17 14:57:5:155,anger_0269.jpg,0.50087875,0.50087875
2017/1/17 14:57:9:556,awe_0050.jpg,0.50087875,0.50087875
2017/1/17 14:57:15:355,excitement_0245.jpg,0.6045726,0.50087875
2017/1/17 14:57:20:998,sad_0619.jpg,0.50087875,0.32247368
2017/1/17 14:57:25:119,amusement_0529.jpg,0.55021656,0.50087875
2017/1/17 14:57:30:942,sad_0391.jpg,0.50087875,0.4181432
2017/1/17 14:57:34:153,excitement_0182.jpg,0.50087875,0.50087875
2017/1/17 14:57:41:20,fear_0692.jpg,0.50087875,0.2881388
2017/1/17 14:57:45:148,anger_0822.jpg,0.50087875,0.50087875
2017/1/17 14:57:51:349,contentment_0065.jpg,0.34605715,0.50087875
2017/1/17 14:57:55:837,fear_0698.jpg,0.50087875,0.50087875
2017/1/17 14:58:1:524,fear_0971.jpg,0.84638244,0.1940691
2017/1/17 14:58:4:187,amusement_0728.jpg,0.50087875,0.50087875
2017/1/17 14:58:9:737,fear_0667.jpg,0.50087875,0.50087875
2017/1/17 14:58:13:705,sad_0379.jpg,0.50087875,0.50087875
2017/1/17 14:58:18:403,anger_0265.jpg,0.73909724,0.50087875
2017/1/17 14:58:21:207,anger_0002.jpg,0.50087875,0.50087875
2017/1/17 14:58:25:811,fear_0907.jpg,0.50087875,0.50087875
2017/1/17 14:58:31:92,amusement_0501.jpg,0.50087875,0.39175797
2017/1/17 14:58:36:211,amusement_0510.jpg,0.50087875,0.50087875
2017/1/17 14:58:43:18,amusement_0517.jpg,0.6117592,0.50087875
2017/1/17 14:58:47:942,amusement_0500.jpg,0.50087875,0.50087875
2017/1/17 14:58:52:614,contentment_0114.jpg,0.68021965,0.50087875
2017/1/17 14:58:55:446,sad_0444.jpg,0.50087875,0.50087875
2017/1/17 14:59:0:284,sad_0650.jpg,0.50087875,0.6107531
2017/1/17 14:59:4:417,anger_0003.jpg,0.50087875,0.50087875
2017/1/17 14:59:7:148,awe_0577.jpg,0.50087875,0.50087875
2017/1/17 14:59:13:96,sad_0293.jpg,0.6117324,0.50087875
2017/1/17 14:59:17:865,awe_0874.jpg,0.50087875,0.50087875
2017/1/17 14:59:22:694,anger_0803.jpg,0.50087875,0.50087875
2017/1/17 14:59:27:177,awe_0847.jpg,0.70226485,0.65031314
2017/1/17 14:59:32:580,anger_0824.jpg,0.50087875,0.50087875
2017/1/17 14:59:35:799,sad_0382.jpg,0.50087875,0.50087875
2017/1/17 14:59:40:692,amusement_0741.jpg,0.7285773,0.50087875
2017/1/17 14:59:44:636,anger_0003.jpg,0.50087875,0.50087875
2017/1/17 14:59:52:648,amusement_0720.jpg,0.62573177,0.50087875
2017/1/17 14:59:57:409,excitement_0179.jpg,0.86827713,0.50087875
2017/1/17 15:0:0:950,anger_0801.jpg,0.50087875,0.50087875
2017/1/17 15:0:5:315,sad_0614.jpg,0.50087875,0.21958272
2017/1/17 15:0:11:510,sad_0307.jpg,0.50087875,0.50087875
2017/1/17 15:0:16:889,disgust_0800.jpg,0.6767397,0.50087875
2017/1/17 15:0:20:806,disgust_0790.jpg,0.50087875,0.22047427
2017/1/17 15:0:28:208,sad_0418.jpg,0.54824686,0.50087875
2017/1/17 15:0:33:892,fear_0926.jpg,0.50087875,0.50087875
2017/1/17 15:0:41:547,sad_0326.jpg,0.6126015,0.50087875
2017/1/17 15:0:45:676,disgust_0794.jpg,0.50087875,0.13617055
2017/1/17 15:0:48:263,anger_0809.jpg,0.50087875,0.24149807
2017/1/17 15:0:56:191,sad_0311.jpg,0.50087875,0.3602628
2017/1/17 15:1:0:878,fear_0923.jpg,0.50087875,0.31457478
2017/1/17 15:1:4:359,anger_0006.jpg,0.50087875,0.32941893
