Time,Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:28,0.0312769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:28,0.50043,0,0,0,0,0,0,0,0,0,0.208478,0,0,0,0,0.00341981,5.69968e-05,0.641123,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:28,0.625538,0,0,0,0,0,0,0,0,0,0,0,0.120171,0,0,0.00341981,5.69968e-05,0.641123,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:29,0.750645,0,0,0,0,0,0,0,0,0,0,0,0.299829,0,0,0.00341981,5.69968e-05,0.641123,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:29,0.875753,0,0,0,0,0,0,0,0,0,0,0,0.484559,0,0,0.00341981,5.69968e-05,0.641123,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:29,1.00086,0,0,0,0,0,0,0,0,0,0,0,0.365774,0,0,0.00778518,0.000186275,0.720896,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:29,1.00086,0,2,0,0,0,0,0,0,0,0,0,0.365774,0,0,0.00778518,0.000186275,0.720896,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:29,1.12597,0,2,0,0,0,0,0,0,0,0,0,0.183624,0,0,0.00778518,0.000186275,0.720896,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:29,1.25108,0,2,0,0,0,0,0,0,0,0,0,0.176853,0,0,0.00778518,0.000186275,0.720896,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:29,1.37618,0,2,0,0,0,0,0,0,0,0,0,0.117628,0,0,0.00778518,0.000186275,0.720896,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:29,1.50129,0,2,0,0,0,0,0,0,0,0,0,0.161507,0,0,0.0136895,0.000412878,0.747991,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:29,1.6264,0,2,0,0,0,0,0,0,0,0,0,0.194566,0,0,0.0136895,0.000412878,0.747991,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:30,1.75151,0,2,0,0,0,0,0,0,0,0,0,0.102981,0,0,0.0136895,0.000412878,0.747991,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:30,1.87661,0,2,0,0,0,0,0,0,0,0,0,0.372243,0,0,0.0136895,0.000412878,0.747991,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:30,1.90789,0,2,1,0,0,0,0,0,0,0,0,0.372243,0,0,0.0136895,0.000412878,0.747991,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:30,2.00172,0,2,1,0,0,0,0,0,0,0,0,0.365243,0,0,0.0258268,0.000839867,0.768151,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:30,2.06427,0,2,0,0,0,0,0,0,0,0,0,0.365243,0,0,0.0258268,0.000839867,0.768151,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:30,2.12683,0,2,0,0,0,0,0,0,0,0,0,0.330417,0,0,0.0258268,0.000839867,0.768151,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:30,2.25194,0,2,0,0,0,0,0,0,0,0,0,0.337473,0,0,0.0258268,0.000839867,0.768151,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:30,2.37704,0,2,1,0,0,0,0,0,0,0,0,0.271076,0,0,0.0258268,0.000839867,0.768151,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:30,2.50215,0,2,1,0,0,0,0,0,0,0,0,0.398673,0,0,0.0377751,0.00146241,0.781522,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:30,2.53343,0,2,0,0,0,0,0,0,0,0,0,0.398673,0,0,0.0377751,0.00146241,0.781522,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:30,2.62726,0,2,0,0,0,0,0,0,0,0,0,0.291453,0,0,0.0377751,0.00146241,0.781522,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:31,2.75237,0,2,0,0,0,0,0,0,0,0,0,0.22794,0,0,0.0377751,0.00146241,0.781522,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:31,2.87747,0,2,0,0,0,0,0,0,0,0,0,0.34421,0,0,0.0377751,0.00146241,0.781522,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:31,3.00258,0,2,0,0,0,0,0,0,0,0,0,0.698534,0,0,0.0556132,0.002377,0.780427,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:31,3.12769,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0556132,0.002377,0.780427,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:31,3.2528,0,2,0,0,0,0,0,0,0,0,0,0.648272,0,0,0.0556132,0.002377,0.780427,1,0
Time from start,UserID,Wireless Signal Status,Blink,Wink Left,Wink Right,Look Left,Look Right,Eyebrow,Furrow,Smile,Clench,Smirk Left,Smirk Right,Laugh,Short Term Excitement,Long Term Excitement,Engagement/Boredom,Cognitiv Action,Cognitiv Power,
11-01-2017 11:20:31,3.3779,0,2,0,0,0,0,0,0,0,0,0,0.786455,0,0,0.0556132,0.002377,0.780427,1,0
